0,1c,0,7ffdc1743908,7fb00acf9ab0,0,400470,0
1,1c,0,7ffdc1743908,7fb00acf9ab0,0,400475,0
2,1c,0,7ffdc1743908,7fb00acf9ab0,0,400475,0
3,1c,0,7ffdc1743908,7ffdc17438f8,0,40047d,0
4,1c,0,7ffdc1743908,7ffdc17438f8,0,40047d,0
5,1c,0,7ffdc1743908,7ffdc17438f8,0,40047e,0
6,1c,0,7ffdc1743908,7ffdc17438f8,0,40047e,0
7,1c,0,4005c0,7ffdc17438f8,0,400494,0
8,1c,0,4005c0,7ffdc17438f8,0,400440,0
9,1c,0,4005c0,7ffdc17438f8,0,400440,0
10,1c,0,4005c0,7ffdc17438f8,0,400446,0
11,1c,0,4005c0,7ffdc17438f8,0,400446,0
12,1c,0,4005c0,7ffdc17438f8,0,400420,0
13,1c,0,4005c0,7ffdc17438f8,0,400420,0
14,1c,0,4005c0,7ffdc17438f8,0,400420,0
15,1c,0,4005c0,7ffdc17438f8,0,400426,0
16,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c0,4005c0
17,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c0,4005c0
18,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c0,4005c0
19,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c2,4005c0
20,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c2,4005c0
21,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c7,4005c0
22,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c7,4005c0
23,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c9,4005c0
24,7faff7661f38,0,0,7ffdc1743908,4005c0,4005c9,4005c0
25,7faff7661f38,0,0,7ffdc1743908,4005c0,4005d2,4005c0
26,7faff7661f38,0,0,7ffdc1743908,4005c0,4005d2,4005c0
27,7faff7661f38,0,0,7ffdc1743908,600e18,4005da,600e18
28,7faff7661f38,0,0,7ffdc1743908,600e18,4005da,600e18
29,7faff7661f38,0,0,7ffdc1743908,1,4005ec,1
30,7faff7661f38,0,0,7ffdc1743908,1,400400,1
31,7faff7661f38,0,0,7ffdc1743908,1,400404,1
32,0,0,0,7ffdc1743908,1,400419,1
33,0,0,0,7ffdc1743908,1,400419,1
34,0,0,0,7ffdc1743908,1,400609,1
35,0,0,0,7ffdc1743908,1,400609,1
36,0,0,0,7ffdc1743908,1,400545,1
37,0,0,0,7ffdc1743908,1,4004e0,1
38,0,0,0,7ffdc1743908,1,4004e5,1
39,0,0,0,7ffdc1743908,1,4004e5,1
40,0,0,0,7ffdc1743908,7ffdc17437d0,400518,7ffdc17437d0
41,0,0,0,7ffdc1743908,7ffdc17437d0,400518,7ffdc17437d0
42,0,0,0,7ffdc1743908,1,400519,1
43,0,0,0,7ffdc1743908,1,400519,1
44,0,1,0,7ffdc1743908,1,40061a,1
45,0,1,0,7ffdc1743908,1,40061a,1
46,0,0,0,7ffdc1743908,1,40061b,1
47,0,0,0,7ffdc1743908,1,40061b,1
48,0,0,0,7ffdc1743908,4005c0,40061c,4005c0
49,0,0,0,7ffdc1743908,4005c0,40061c,4005c0
50,0,0,0,7ffdc1743908,4005c0,40061e,4005c0
51,0,0,0,7ffdc1743908,4005c0,40061e,4005c0
52,0,0,0,7ffdc1743908,4005c0,400620,4005c0
53,0,0,0,7ffdc1743908,4005c0,400620,4005c0
54,0,0,0,7ffdc1743908,4005c0,400622,4005c0
55,0,0,0,7ffdc1743908,4005c0,400622,4005c0
56,0,0,0,7ffdc1743908,4005c0,400624,4005c0
57,0,0,0,7ffdc1743908,4005c0,400624,4005c0
58,400566,0,0,7ffdc1743908,4005c0,400566,4005c0
59,400566,0,0,7ffdc1743908,4005c0,400566,4005c0
60,400566,0,0,7ffdc1743908,4005c0,400566,4005c0
61,400566,0,0,7ffdc1743908,7ffdc1743810,400573,7ffdc1743810
62,400566,0,0,7ffdc1743908,7ffdc1743810,400450,7ffdc1743810
63,400566,0,0,7ffdc1743908,7ffdc1743810,400450,7ffdc1743810
64,400566,0,0,7ffdc1743908,7ffdc1743810,400456,7ffdc1743810
65,400566,0,0,7ffdc1743908,7ffdc1743810,400456,7ffdc1743810
66,400566,0,0,7ffdc1743908,7ffdc1743810,400420,7ffdc1743810
67,400566,0,0,7ffdc1743908,7ffdc1743810,400420,7ffdc1743810
68,400566,0,0,7ffdc1743908,7ffdc1743810,400420,7ffdc1743810
69,400566,0,0,7ffdc1743908,7ffdc1743810,400426,7ffdc1743810
