71,139e010,0,7faff765fb20,139e010,7ffdc1743810,400578,7ffdc1743810
72,139e010,0,7faff765fb20,139e010,7ffdc1743810,40057c,7ffdc1743810
73,139e010,0,7faff765fb20,139e010,7ffdc1743810,400586,7ffdc1743810
74,139e010,0,7faff765fb20,139e010,7ffdc1743810,40058d,7ffdc1743810
75,0,0,139e010,7ffdc1743804,7ffdc1743810,4005aa,7ffdc1743810
76,0,0,139e010,7ffdc1743804,7ffdc1743810,400430,7ffdc1743810
77,0,0,139e010,7ffdc1743804,7ffdc1743810,400430,7ffdc1743810
78,0,0,139e010,7ffdc1743804,7ffdc1743810,400436,7ffdc1743810
79,0,0,139e010,7ffdc1743804,7ffdc1743810,400436,7ffdc1743810
80,0,0,139e010,7ffdc1743804,7ffdc1743810,400420,7ffdc1743810
81,0,0,139e010,7ffdc1743804,7ffdc1743810,400420,7ffdc1743810
82,0,0,139e010,7ffdc1743804,7ffdc1743810,400420,7ffdc1743810
83,0,0,139e010,7ffdc1743804,7ffdc1743810,400426,7ffdc1743810
85,0,0,7fffffcd,7faff7661780,7ffdc1743810,4005b4,7ffdc1743810
86,0,0,7fffffcd,7faff7661780,4005c0,4005b5,4005c0
87,0,0,7fffffcd,7faff7661780,4005c0,4005b5,4005c0
88,600e88,7fb00af10168,4,0,7ffdc17437d0,400520,7ffdc17437d0
89,600e88,7fb00af10168,4,0,7ffdc17437d0,400520,7ffdc17437d0
90,600e88,7fb00af10168,4,0,7ffdc17437d0,400529,7ffdc17437d0
91,600e88,7fb00af10168,4,0,7ffdc17437d0,400529,7ffdc17437d0
92,600e88,7fb00af10168,4,0,7ffdc1743700,40052d,7ffdc1743700
93,600e88,7fb00af10168,4,0,7ffdc1743700,4004a0,7ffdc1743700
94,601047,7fb00af10168,4,0,7ffdc1743700,4004a5,7ffdc1743700
95,601047,7fb00af10168,4,0,7ffdc1743700,4004a5,7ffdc1743700
96,7,7fb00af10168,4,0,7ffdc17436f0,4004d0,7ffdc17436f0
97,7,7fb00af10168,4,0,7ffdc17436f0,4004d0,7ffdc17436f0
98,7,7fb00af10168,4,0,7ffdc1743700,4004d1,7ffdc1743700
99,7,7fb00af10168,4,0,7ffdc1743700,4004d1,7ffdc1743700
100,7,7fb00af10168,4,0,7ffdc1743700,400532,7ffdc1743700
101,7,7fb00af10168,4,0,7ffdc1743700,400532,7ffdc1743700
102,7,7fb00af10168,4,0,7ffdc17437d0,400533,7ffdc17437d0
103,7,7fb00af10168,4,0,7ffdc17437d0,40053a,7ffdc17437d0
104,7,7fb00af10168,4,0,7ffdc17437d0,40053a,7ffdc17437d0
105,400634,7fb00af10168,4,0,7ffdc17437d0,400634,7ffdc17437d0
106,400634,7fb00af10168,4,0,7ffdc17437d0,40063c,7ffdc17437d0
107,400634,7fb00af10168,4,0,7ffdc17437d0,40063c,7ffdc17437d0
